,id,Constituency,Country/Region,Country,Con Vote,Liberal Vote,Labour Vote,UKIP Vote,Green Vote,SNP Vote,PC Vote,DUP Vote,Sinn Fein Vote,SDLP Vote,UUP Vote,Alliance Vote,Other Vote,Total votes
0,E14000530,ALDERSHOT,South East,England,0.4671910805570245,0.3441080557024502,0.12094570773841001,0.04497179622774546,,,,,,,,,0.02278335977436982,45384
1,E14000531,ALDRIDGE-BROWNHILLS,West Midlands,England,0.5930786353988715,0.1768649376197132,0.19793446187296165,,0.021923694155407153,,,,,,,,0.01019827095304654,38634
2,E14000532,ALTRINCHAM AND SALE WEST,North West,England,0.4894620695240216,0.2547122061830624,0.22418156418925758,0.03164416010365841,,,,,,,,,,49393
3,E14000533,AMBER VALLEY,East Midlands,England,0.3861351668915096,0.14439270638408983,0.374472344314374,0.019713651594934507,,,,,,,,,0.07528613081509204,45958
4,E14000534,ARUNDEL AND SOUTH DOWNS,South East,England,0.5775606444928727,0.2794112393269265,0.086367046550677,0.056661069629523775,,,,,,,,,,55982
5,E14000535,ASHFIELD,East Midlands,England,0.22196862810191717,0.33295294215287574,0.3369366752427587,0.019358452983650097,,,,,,,,,0.08878330151879824,48196
6,E14000536,ASHFORD,South East,England,0.5414152396484552,0.22797861737791067,0.1667844522968198,0.045447132372927426,0.018374558303886925,,,,,,,,,55185
7,E14000537,ASHTON-UNDER-LYNE,North West,England,0.24745004163197334,0.14839196502914237,0.4840757701915071,0.04386969192339717,,,,,,,,,0.07621253122398002,38432
8,E14000538,AYLESBURY,South East,England,0.5217260449193033,0.2843760580866032,0.12593581881795268,0.06796207817614085,,,,,,,,,,53162
9,E14000539,BANBURY,South East,England,0.5281378353869952,0.20405042584591312,0.1915506481036966,0.04989242723280169,0.01705161714763251,,,,,,,,0.009317046282960829,56241
10,E14000540,BARKING,London,England,0.17804291731910107,0.0820192753015901,0.543148887369605,0.028670357056215953,0.006991156297554198,,,,,,,,0.16112740665593367,45343
11,E14000541,BARNSLEY CENTRAL,Yorkshire and The Humber,England,0.172643982595065,0.17280614037458447,0.47260884840950246,0.04667441420502148,,,,,,,,,0.1352666144158266,37001
12,E14000542,BARNSLEY EAST,Yorkshire and The Humber,England,0.16487782003855572,0.18155056531026936,0.4704579794716824,0.045094565727088004,,,,,,,,,0.13801906945240452,38386
13,E14000543,BARROW AND FURNESS,North West,England,0.363022391442299,0.10026289547638473,0.48105339497778987,0.01905992203789321,0.012011603662405947,,,,,,,,0.02458979240322727,44124
14,E14000544,BASILDON AND BILLERICAY,Eastern,England,0.527364141547788,0.15728066588082465,0.23055642425846185,0.038273713584642405,,,,,,,,,0.0465250547282831,41569
15,E14000545,BASINGSTOKE,South East,England,0.5051920874955581,0.24507442650136219,0.20387333675524144,0.040983930193074586,,,,,,,,,0.004876219054763691,50654
16,E14000546,BASSETLAW,East Midlands,England,0.3389273251709462,0.11235048510397967,0.5046291627165823,0.035883575044879684,,,,,,,,,0.008209451963612158,49577
17,E14000547,BATH,South West,England,0.31363887355052456,0.5660068810262073,0.06904387716093956,0.01890158433504651,0.023786263432867518,,,,,,,,0.008622520494414476,47086
18,E14000548,BATLEY AND SPEN,Yorkshire and The Humber,England,0.3357334324678628,0.15838697685339176,0.42194134105539144,,0.01183744545970377,,,,,,,,0.07210080416365024,51109
19,E14000549,BATTERSEA,London,England,0.4734997540580423,0.147073290703394,0.3510001639613051,0.010350057386456796,0.011456796196097721,,,,,,,,0.00661993769470405,48792
20,E14000550,BEACONSFIELD,South East,England,0.6106496475519146,0.19567536673652125,0.11687940560106687,0.0494760906839398,0.014631358353972185,,,,,,,,0.012688131072585254,52490
21,E14000551,BECKENHAM,London,England,0.5787233150190831,0.20578366816256344,0.14454976303317535,0.0325252694711236,0.012750073396804094,,,,,,,,0.025667910917250347,47686
22,E14000552,BEDFORD,Eastern,England,0.3890293113387433,0.19859429737040485,0.3590306416566893,0.0251873531107268,0.00871358254622855,,,,,,,,0.01944481397720722,45102
23,E14000553,BERMONDSEY AND OLD SOUTHWARK,London,England,0.1710599986562451,0.483527804528454,0.2924906497054937,,0.016080266959306623,,,,,,,,0.03684128015050055,44651
24,E14000554,BERWICK-UPON-TWEED,North East,England,0.3672311974817243,0.4372122063529228,0.13166315460860065,0.032336949452379096,,,,,,,,,0.03155649210437316,38439
25,E14000555,BETHNAL GREEN AND BOW,London,England,0.13939047468853494,0.20126951584923514,0.42942753508910264,,0.01687431004573411,,,,,,,,0.21303816432739314,50728
26,E14000556,BEVERLEY AND HOLDERNESS,Yorkshire and The Humber,England,0.4711178781556044,0.22699674805917405,0.2109814094249892,0.03468110302825241,0.012894979228932875,,,,,,,,0.04332788210304705,53199
27,E14000557,BEXHILL AND BATTLE,South East,England,0.5156355908916043,0.27968197556194696,0.11951563559089161,,,,,,,,,,0.08516679795555718,54587
28,E14000558,BEXLEYHEATH AND CRAYFORD,London,England,0.5047010328377565,0.12741420036126164,0.2651567782872493,0.03605669028761984,0.008591542772451484,,,,,,,,0.05807975545366125,43182
29,E14000559,BIRKENHEAD,North West,England,0.18931008125017693,0.1855448291481471,0.6251450896016759,,,,,,,,,,,35323
30,E14000560,"BIRMINGHAM, EDGBASTON",West Midlands,England,0.37574270525125686,0.15364075918308437,0.40638906930311997,0.0176084289528758,0.011281903249861683,,,,,,,,0.0353371340598013,41571
31,E14000561,"BIRMINGHAM, ERDINGTON",West Midlands,England,0.32611264277274515,0.1615371631125865,0.41830304394305967,0.02368761604681258,,,,,,,,,0.07035953412479604,35546
32,E14000562,"BIRMINGHAM, HALL GREEN",West Midlands,England,0.1502247214070228,0.24602376505838652,0.3291604244053605,0.019496377778233834,,,,,,,,,0.2550947113509964,48727
33,E14000563,"BIRMINGHAM, HODGE HILL",West Midlands,England,0.1162177434545112,0.27724147673761534,0.51980128084385,0.016811075532115277,,,,,,,,,0.06992842343190808,42472
34,E14000564,"BIRMINGHAM, LADYWOOD",West Midlands,England,0.119359249853487,0.27474674183015657,0.5567493651103731,0.025172327184438924,0.023972316021544385,,,,,,,,,35833
35,E14000565,"BIRMINGHAM, NORTHFIELD",West Midlands,England,0.33622710097096664,0.15664609939254795,0.4027598412015115,0.03259673793466303,0.009709666618835797,,,,,,,,0.062060553881475106,41814
36,E14000566,"BIRMINGHAM, PERRY BARR",West Midlands,England,0.21310500654061126,0.21962183374955405,0.5028421928885718,0.03983826852182186,,,,,,,,,0.024592698299441076,42045
37,E14000567,"BIRMINGHAM, SELLY OAK",West Midlands,England,0.3107188110731697,0.22273049416919014,0.3854992161158001,0.02428967205721281,0.0142602495543672,,,,,,,,0.042501557030260075,46563
38,E14000568,"BIRMINGHAM, YARDLEY",West Midlands,England,0.19182374541003672,0.39564259485924114,0.32215422276621786,0.029130966952264383,,,,,,,,,0.0612484700122399,40850
39,E14000569,BISHOP AUCKLAND,North East,England,0.2626653053286659,0.22338098016336055,0.38951283547257876,0.0272024504084014,,,,,,,,,0.09723842862699339,41136
40,E14000570,BLACKBURN,North West,England,0.26143431723774146,0.15204729774280754,0.4780544627354447,0.020703751730807272,,,,,,,,,0.08776017055319897,45499
41,E14000571,BLACKLEY AND BROUGHTON,North West,England,0.18301952987954626,0.14211788094959654,0.5427143024207695,0.026137293883756286,,,,,,,,,0.10601099286633142,34204
42,E14000572,BLACKPOOL NORTH AND CLEVELEYS,North West,England,0.41792515582271933,0.13303441649626765,0.36495774925476093,0.040871129068020005,,,,,,,,,0.04321154935823212,40591
43,E14000573,BLACKPOOL SOUTH,North West,England,0.3579506706069561,0.1444078199590816,0.4105762673334849,0.03841782223232553,,,,,,,,,0.04864741986815185,35192
44,E14000574,BLAYDON,North East,England,0.15939705653151648,0.29345623761494444,0.4964486896889542,,,,,,,,,,0.050698016164584865,44913
45,E14000575,BLYTH VALLEY,North East,England,0.1662604366540476,0.271949385469066,0.44484779339314423,0.043172742830472434,,,,,,,,,0.07376964165326971,38566
46,E14000576,BOGNOR REGIS AND LITTLEHAMPTON,South East,England,0.5141082557841714,0.23529411764705882,0.14044224366088962,0.06479979509946214,,,,,,,,,0.045355587808417995,46852
47,E14000577,BOLSOVER,East Midlands,England,0.24579430753841958,0.15506501773210876,0.5,0.03912430662908066,,,,,,,,,0.060016368100391015,43988
48,E14000578,BOLTON NORTH EAST,North West,England,0.3647665041476997,0.12995355500612335,0.4591353374771819,0.04193913626175567,,,,,,,,,0.004205467107239411,43277
49,E14000579,BOLTON SOUTH EAST,North West,England,0.2562367437632562,0.1587970912029088,0.47424502575497424,0.03949096050903949,0.015503484496515504,,,,,,,,0.055726694273305726,39604
50,E14000580,BOLTON WEST,North West,England,0.38328148646376325,0.17187237262485286,0.38521523457205314,0.039957121237598786,0.011455355641499916,,,,,,,,0.00821842946023205,47576
51,E14000581,BOOTLE,North West,England,0.08910531288611091,0.15129490999830414,0.6644378225161712,0.06090558906897304,,,,,,,,,0.03425636553044068,41277
52,E14000582,BOSTON AND SKEGNESS,East Midlands,England,0.4944927536231884,0.14773333333333333,0.2063536231884058,0.09463188405797102,,,,,,,,,0.05678840579710145,43125
53,E14000583,BOSWORTH,East Midlands,England,0.426207760622029,0.3334930169141762,0.15981869771898147,0.020230681357556103,,,,,,,,,0.06024984338725725,54274
54,E14000584,BOURNEMOUTH EAST,South West,England,0.4842813011084863,0.3087406868980556,0.13256405596947118,0.06875795020897692,,,,,,,,,0.005656005815009995,44024
55,E14000585,BOURNEMOUTH WEST,South West,England,0.45147507141314003,0.31745841234787203,0.14813125615113182,0.07198924602126791,,,,,,,,,0.010946014066588253,41659
56,E14000586,BRACKNELL,South East,England,0.524148381156974,0.2229361669479822,0.16792619303360443,0.044057848703391134,0.015747276354150682,,,,,,,,0.025184133803897498,52136
57,E14000587,BRADFORD EAST,Yorkshire and The Humber,England,0.268433151247003,0.33707393034579924,0.3280520058333539,,,,,,,,,,0.06644091257384384,40457
58,E14000588,BRADFORD SOUTH,Yorkshire and The Humber,England,0.29109093301750233,0.18286616660086855,0.4127385182260824,0.03524147914199237,,,,,,,,,0.07806290301355441,37995
59,E14000589,BRADFORD WEST,Yorkshire and The Humber,England,0.31146490536277605,0.11662066246056782,0.4534946766561514,0.020011829652996846,0.02316640378548896,,,,,,,,0.07524152208201892,40576
60,E14000590,BRAINTREE,Eastern,England,0.5264109911997236,0.1879356949779485,0.1987683677824523,0.05034245879316302,0.014592606141901917,,,,,,,,0.021949881104810682,49203
61,E14000591,BRENT CENTRAL,London,England,0.11179754208679919,0.441850715972023,0.41217483396950777,,0.014738653663702755,,,,,,,,0.019438254307967258,45323
62,E14000592,BRENT NORTH,London,England,0.31523194003594784,0.1697770469234005,0.4687368541818043,0.007266052239091361,0.013862862824582201,,,,,,,,0.02512524379517381,52298
63,E14000593,BRENTFORD AND ISLEWORTH,London,England,0.37239840044638706,0.23654794010973682,0.3359806565609597,0.016051334511299174,0.01463777550451037,,,,,,,,0.024383892867106852,53765
64,E14000594,BRENTWOOD AND ONGAR,Eastern,England,0.5691216002530044,0.2346616065781151,0.09867172675521822,0.040263282732447815,0.011543327008222644,,,,,,,,0.04573845667299178,50592
65,E14000595,BRIDGWATER AND WEST SOMERSET,South West,England,0.4528104527186978,0.2830822307452333,0.1712513533848384,0.04778595415924981,0.01576349255867726,,,,,,,,0.02930651643330336,54493
66,E14000596,BRIGG AND GOOLE,Yorkshire and The Humber,England,0.4485572320736655,0.14619136618498427,0.33124401695765143,0.03986415644801021,,,,,,,,,0.034143228335688565,43874
67,E14000597,"BRIGHTON, KEMPTOWN",South East,England,0.3797447605666784,0.18009600749326776,0.34864769933263084,0.0324083830933146,0.05456035593021894,,,,,,,,0.004542793583889474,42705
68,E14000598,"BRIGHTON, PAVILION",South East,England,0.23681367442219392,0.13811397924142454,0.28911525253694487,0.018289153837249682,0.3132692827101902,,,,,,,,0.004398657251996759,51834
69,E14000599,BRISTOL EAST,South West,England,0.2832041228869094,0.24419663682608791,0.36588399937801275,0.03354288379945354,0.01783770575560344,,,,,,,,0.05533465135393296,45017
70,E14000600,BRISTOL NORTH WEST,South West,England,0.37974809281627464,0.3147051811824539,0.2594365861411316,0.023343134138588684,0.010151780038143675,,,,,,,,0.012615225683407501,50336
71,E14000601,BRISTOL SOUTH,South West,England,0.2291584844037456,0.28662380883477684,0.38448022820761935,0.026128118734109185,0.025135911693573394,,,,,,,,0.04847344812617566,48377
72,E14000602,BRISTOL WEST,South West,England,0.18373172891032938,0.4804777133358628,0.27511879596003397,0.011834426436843912,0.0377617576381737,,,,,,,,0.01107557771875621,55347
73,E14000603,BROADLAND,Eastern,England,0.46203204495405875,0.3236008808565571,0.13833624420988685,0.045219834459716,0.014275951097273901,,,,,,,,0.016535044422507403,52676
74,E14000604,BROMLEY AND CHISLEHURST,London,England,0.5352090287712605,0.21956536548811226,0.1656561527806163,0.03294956513840634,0.013783863569271295,,,,,,,,0.032836024252333264,44037
75,E14000605,BROMSGROVE,West Midlands,England,0.4369165214022855,0.19608754600038736,0.2178965717606043,0.05713732326166957,,,,,,,,,0.09196203757505327,51630
76,E14000606,BROXBOURNE,Eastern,England,0.5879363966884226,0.13375531122694817,0.17609181304481142,0.041394717245608656,,,,,,,,,0.06082176179420912,45658
77,E14000607,BROXTOWE,East Midlands,England,0.3904071917613367,0.16892673582794393,0.3830295673943141,0.022644944715231284,0.008022455288561837,,,,,,,,0.026969105012612134,52727
78,E14000608,BUCKINGHAM,South East,England,0.0,0.0,0.0,0.17380779973104377,,,,,,,,,0.8261922002689562,48335
79,E14000609,BURNLEY,North West,England,0.16608913848727447,0.3568407217110766,0.31339467080893774,0.022200979806428486,,,,,,,,,0.14147448918628272,41845
80,E14000610,BURTON,West Midlands,England,0.44533649117877283,0.15838066756317362,0.31880858238163096,0.029123095758986813,,,,,,,,,0.04835116311743572,49823
