,id,Constituency,Country/Region,Country,Con Vote,Liberal Vote,Labour Vote,UKIP Vote,Green Vote,SNP Vote,PC Vote,DUP Vote,Sinn Fein Vote,SDLP Vote,UUP Vote,Alliance Vote,Other Vote,Total votes
0,E14000530,ALDERSHOT,South East,England,0.5059210668744993,0.08824229828321535,0.1833257560996731,0.17867116970838476,0.043839709034227445,,,,,,,,,46191
1,E14000531,ALDRIDGE-BROWNHILLS,West Midlands,England,0.5204952274856318,0.03367344355267489,0.22368787502848317,0.19624275261412258,0.020912980732713877,,,,,,,,0.004987720586373649,39497
2,E14000532,ALTRINCHAM & SALE WEST,North West,England,0.5299404160975513,0.0838331650731437,0.26686066076766235,0.08011164558465467,0.03925411247698794,,,,,,,,,50517
3,E14000533,AMBER VALLEY,East Midlands,England,0.4397926373121596,0.029748233698624144,0.3478137235601636,0.15886869217140231,0.023776713257650326,,,,,,,,,45717
4,E14000534,ARUNDEL & SOUTH DOWNS,South East,England,0.6078757724383377,0.07192308373320112,0.11197478619615064,0.14437735715423977,0.06384900047807072,,,,,,,,,56477
5,E14000535,ASHFIELD,East Midlands,England,0.2241768440591449,0.14828408108165117,0.4102174692568922,0.21409437026724884,,,,,,,,,0.003227235335062963,47409
6,E14000536,ASHFORD,South East,England,0.5245415882311929,0.05983755141881057,0.1844105138395036,0.18821027679007182,0.043000069720421114,,,,,,,,,57372
7,E14000537,ASHTON UNDER LYNE,North West,England,0.2212343902564366,0.024230433218562105,0.4976103602446169,0.21758569299552907,0.03933912328485534,,,,,,,,,38918
8,E14000538,AYLESBURY,South East,England,0.5067395658528664,0.10619101752106679,0.15141016618849132,0.19713455674046806,0.03852469369710749,,,,,,,,,55419
9,E14000539,BANBURY,South East,England,0.530082057647221,0.05930216521859054,0.21297062474141498,0.13877396221210866,0.04630395807474831,,,,,,,,0.012567232105916426,58008
10,E14000540,BARKING,London,England,0.16307706605329803,0.013057317441509259,0.5767988661973468,0.2219743965056574,0.02084059385237332,,,,,,,,0.004251759949815292,43041
11,E14000541,BARNSLEY CENTRAL,Yorkshire and The Humber,England,0.150027352297593,0.021061269146608316,0.5573304157549234,0.21720459518599564,0.025656455142231947,,,,,,,,0.028719912472647702,36560
12,E14000542,BARNSLEY EAST,Yorkshire and The Humber,England,0.14596152348313732,0.031596437936495574,0.5472648440948152,0.2348313731599034,,,,,,,,,0.040345821325648415,38517
13,E14000543,BARROW & FURNESS,North West,England,0.4049682264586944,0.027013287117273254,0.4233391103408434,0.117157712305026,0.024517619872905835,,,,,,,,0.003004043905257077,43275
14,E14000544,BASILDON & BILLERICAY,Eastern,England,0.5268197452821418,0.03802175327693595,0.2367295714418518,0.19842892999907039,,,,,,,,,,43028
15,E14000545,BASINGSTOKE,South East,England,0.4855113422262416,0.07383751601477127,0.27707438390232875,0.15619112216444345,,,,,,,,,0.007385635692214937,53076
16,E14000546,BASSETLAW,East Midlands,England,0.30680273489013776,0.027003996834993608,0.4862139625474244,0.1595690722067804,0.02041023352066384,,,,,,,,,49289
17,E14000547,BATH,South West,England,0.37808213369516824,0.2968176903343439,0.13178705450844871,0.06195009222549664,0.11944791909597811,,,,,,,,0.011915110140564377,47167
18,E14000548,BATLEY & SPEN,Yorkshire and The Humber,England,0.31238732938449654,0.047465282592761344,0.4323778204798035,0.17987678044335267,0.02440618871213772,,,,,,,,0.003486598387448246,50479
19,E14000549,BATTERSEA,London,England,0.5237992592737748,0.043914483353255866,0.36824675197429013,0.03107914796888166,0.032960357429797575,,,,,,,,,51031
20,E14000550,BEACONSFIELD,South East,England,0.6324135206816771,0.07386716325263812,0.11425239358200252,0.13750164588153416,0.04196527660214811,,,,,,,,,53163
21,E14000551,BECKENHAM,London,England,0.5728131467327828,0.06921705632850439,0.19433231563633382,0.12515624039505768,0.038481240907321274,,,,,,,,,48803
22,E14000552,BEDFORD,Eastern,England,0.4258343097686933,0.04248578744087141,0.40203098554875666,0.09621143080328082,0.030638371739790827,,,,,,,,0.0027991146986069524,46086
23,E14000553,BERMONDSEY & OLD SOUTHWARK,London,England,0.11766879278158059,0.3433610765401369,0.43065494710640945,0.0632778469197262,0.03933960796515246,,,,,,,,0.0056977286869944,51424
24,E14000554,BERWICK-UPON-TWEED,North East,England,0.4107315142369443,0.28916705835786555,0.14946936150211512,0.11164436088365534,0.03681072656655864,,,,,,,,0.002176978452860995,40423
25,E14000555,BETHNAL GREEN & BOW,London,England,0.15248280553246163,0.045253571158642585,0.611952989192049,0.06082306703952838,0.09269896455294384,,,,,,,,0.036788602524374575,52924
26,E14000556,BEVERLEY & HOLDERNESS,Yorkshire and The Humber,England,0.48148148148148145,0.0550524897013877,0.2498244015414697,0.1669419291151736,0.03420847808341401,,,,,,,,0.012491220077073486,52677
